1,215,1661,481,64,145
2,257,890,336,39,102
2,258,267,390,53,136
2,259,1513,351,34,117
2,260,1020,418,42,121
2,261,466,255,34,79
2,262,1241,323,39,108
2,263,1700,263,36,79
2,264,914,534,66,157
2,215,1664,480,66,147
3,257,889,336,38,102
3,258,268,390,51,136
3,259,1513,352,33,116
3,260,1020,416,41,122
3,261,466,255,34,79
3,262,1240,323,40,108
3,263,1701,263,35,78
3,264,916,532,63,159
3,215,1664,481,65,146
4,257,889,336,40,102
4,258,269,390,51,136
4,259,1514,352,33,115
4,260,1021,414,38,124
4,261,466,255,34,79
4,262,1240,323,40,108
4,263,1702,263,33,77
4,264,920,529,59,161
4,215,1663,500,64,127
4,266,968,260,23,53
5,257,888,336,41,102
5,258,269,390,51,136
5,259,1515,351,32,117
5,260,1022,413,36,124
5,261,466,255,33,80
5,262,1241,323,40,108
5,263,1704,263,32,77
5,264,925,528,54,161
5,215,1663,487,64,140
5,266,967,252,26,62
6,257,888,336,42,102
6,258,269,390,51,136
6,259,1516,351,31,117
6,260,1022,413,36,125
6,261,467,255,33,79
6,262,1241,323,39,108
6,263,1704,264,33,76
6,264,927,527,52,160
6,215,1663,484,62,144
6,266,967,253,25,62
7,257,887,336,43,102
7,258,270,389,53,137
7,259,1516,350,31,118
7,260,1022,412,35,126
7,261,466,256,33,79
7,262,1242,323,39,108
7,263,1704,264,33,76
7,264,928,527,51,160
7,215,1662,482,60,145
7,266,967,254,25,60
8,257,887,335,42,102
8,258,269,389,49,137
8,259,1517,350,31,117
8,260,1021,413,35,130
8,261,466,254,33,80
8,262,1243,323,38,108
8,263,1704,264,33,76
8,264,929,528,51,160
8,215,1661,480,62,147
8,266,967,250,25,64
9,257,887,336,41,101
9,258,270,389,50,137
9,259,1517,350,30,117
9,260,1021,413,36,131
9,261,466,254,33,80
9,262,1243,323,37,108
9,263,1705,264,32,76
9,264,928,531,51,158
9,215,1661,479,58,148
9,266,968,248,24,66
10,257,887,336,41,101
10,258,270,389,50,137
10,259,1517,351,30,117
10,260,1020,413,35,130
10,261,466,253,34,80
10,262,1243,322,37,109
10,263,1706,267,31,72
10,264,928,533,51,156
10,215,1659,480,60,147
10,266,968,244,25,69
11,257,887,336,41,101
11,258,269,388,48,137
11,259,1517,351,30,117
11,260,1020,413,35,130
11,261,471,261,31,73
11,262,1245,322,35,109
11,263,1707,268,30,71
11,264,928,534,51,155
11,215,1658,480,58,147
11,266,968,251,24,63
12,257,887,336,41,102
12,258,270,388,45,137
12,259,1517,351,30,117
12,260,1018,413,34,129
12,261,470,256,31,78
12,262,1247,322,34,108
12,263,1709,268,29,71
12,264,928,533,52,156
12,215,1658,479,58,149
12,266,969,253,22,60
13,257,887,336,42,102
13,258,270,388,47,137
13,259,1517,351,30,117
13,260,1017,414,35,128
13,261,469,255,24,79
13,262,1247,322,33,109
13,263,1710,268,29,70
13,264,929,531,51,158
13,215,1658,483,56,145
13,266,969,257,21,56
13,267,1697,413,39,123
14,257,887,336,41,102
14,258,270,388,47,137
14,259,1517,351,31,117
14,260,1017,414,35,128
14,261,473,256,27,76
14,262,1246,322,34,109
14,263,1710,268,29,71
14,264,929,529,51,160
14,215,1657,481,56,148
14,266,969,258,21,55
14,267,1697,413,39,125
15,257,887,335,41,102
15,258,271,388,48,138
15,259,1517,351,31,116
15,260,1017,415,36,127
15,261,474,265,28,67
15,262,1246,322,34,109
15,263,1711,270,27,68
15,264,928,528,52,161
15,215,1657,487,56,141
15,266,969,259,22,54
15,267,1697,413,40,125
16,257,887,335,41,102
16,258,271,387,49,138
16,259,1516,351,31,116
16,260,1016,415,37,126
16,261,478,265,25,67
16,262,1246,322,34,109
16,263,1711,270,28,67
16,264,927,527,53,161
16,215,1657,487,56,141
16,266,969,257,22,56
16,267,1697,413,42,125
17,257,888,335,40,102
17,258,272,387,50,139
17,259,1517,351,31,116
17,260,1016,416,37,127
17,261,478,265,25,67
17,262,1246,322,35,109
17,263,1711,271,28,68
17,264,926,528,53,160
17,215,1657,497,56,131
17,266,969,256,22,58
17,267,1699,418,42,121
18,257,887,335,40,101
18,258,274,388,50,138
18,259,1517,351,31,116
