1,1,5
1,2,1
2,1,5
2,2,1
3,1,5
3,2,2
4,1,5
4,2,2
5,1,5
5,2,2
6,1,5
6,2,3
7,1,6
7,2,3
8,1,6
8,2,3
9,1,6
9,2,5
10,1,6
10,2,5
11,1,6
11,2,5
12,1,6
12,2,5
13,1,6
13,2,5
14,1,6
14,2,5
15,1,6
15,2,5
16,1,6
16,2,6
17,1,6
17,2,5
18,1,6
18,2,6
19,1,6
19,2,6
20,1,6
20,2,5
21,1,6
21,2,6
22,1,6
22,2,5
23,1,6
23,2,6
24,1,5
24,2,6
25,1,5
25,2,7
26,1,5
26,2,7
27,1,5
27,2,7
28,1,5
28,2,6
29,1,5
29,2,8
30,1,5
30,2,5
31,1,5
31,2,5
32,1,5
32,2,4
33,1,5
33,2,4
34,1,4
34,2,3
35,1,4
35,2,2
36,1,4
36,2,2
37,1,4
37,2,3
38,1,4
38,2,3
39,1,4
39,2,3
40,1,4
40,2,3
41,1,4
41,2,3
42,1,5
42,2,3
43,1,4
43,2,4
44,1,3
44,2,4
45,1,3
45,2,4
46,1,4
46,2,3
47,1,5
47,2,5
48,1,5
48,2,5
49,1,4
49,2,6
50,1,3
50,2,6
51,1,4
51,2,8
52,1,5
52,2,8
53,1,4
53,2,7
54,1,5
54,2,7
55,1,5
55,2,7
56,1,4
56,2,6
57,1,3
57,2,7
58,1,4
58,2,8
59,1,6
59,2,7
60,1,6
60,2,7
61,1,5
61,2,8
62,1,5
62,2,8
63,1,5
63,2,8
64,1,5
64,2,8
65,1,4
65,2,8
66,1,4
66,2,7
67,1,4
67,2,7
68,1,4
68,2,7
69,1,5
69,2,8
70,1,5
70,2,9
71,1,4
71,2,10
72,1,4
72,2,10
73,1,4
73,2,10
74,1,4
74,2,10
75,1,4
75,2,10
76,1,4
76,2,7
77,1,3
77,2,7
78,1,4
78,2,6
79,1,5
79,2,6
80,1,6
80,2,6
81,1,5
81,2,6
82,1,6
82,2,5
83,1,6
83,2,7
84,1,4
84,2,7
85,1,5
85,2,6
86,1,5
86,2,6
87,1,5
87,2,5
88,1,5
88,2,4
89,1,5
89,2,5
90,1,5
90,2,3
91,1,5
91,2,5
92,1,5
92,2,6
93,1,4
93,2,7
94,1,4
94,2,6
95,1,5
95,2,6
96,1,6
96,2,6
97,1,7
97,2,6
98,1,5
98,2,6
99,1,5
99,2,6
100,1,5
100,2,6
101,1,5
101,2,7
102,1,5
102,2,7
103,1,4
103,2,6
104,1,4
104,2,7
105,1,4
105,2,7
106,1,5
106,2,6
107,1,5
107,2,6
108,1,5
108,2,6
109,1,5
109,2,6
110,1,5
110,2,6
111,1,5
111,2,6
112,1,4
112,2,6
113,1,5
113,2,6
114,1,4
114,2,6
115,1,5
115,2,6
116,1,5
116,2,6
117,1,4
117,2,7
118,1,5
118,2,7
119,1,4
119,2,6
120,1,5
120,2,6
121,1,5
121,2,6
122,1,5
122,2,7
123,1,5
123,2,7
124,1,4
124,2,7
125,1,5
125,2,7
126,1,5
126,2,7
127,1,5
127,2,5
128,1,5
128,2,5
129,1,5
129,2,5
130,1,5
130,2,5
