1,1,637,393,37,94
1,2,986,463,29,104
1,3,799,351,51,81
1,4,916,574,34,121
1,5,1418,532,38,113
1,6,1713,325,26,81
1,7,1890,400,29,100
1,8,937,319,26,80
1,9,1090,377,33,83
1,10,957,555,50,134
1,11,244,459,26,106
1,12,1260,671,38,128
1,13,1520,477,47,83
1,14,933,279,24,55
1,15,913,852,55,173
1,16,189,261,26,58
1,17,983,333,17,46
1,18,978,354,19,52
2,1,636,393,37,94
2,2,985,463,29,104
2,3,799,351,53,80
2,4,917,574,34,122
2,5,1418,533,38,113
2,6,1713,325,26,81
2,7,1889,400,30,101
2,8,937,319,26,80
2,9,1090,377,33,84
2,10,957,555,49,134
2,11,244,459,26,106
2,12,1259,671,40,131
2,13,1521,477,47,83
2,14,933,279,24,56
2,15,910,852,61,173
2,16,189,261,27,58
2,17,980,333,20,55
2,18,978,347,19,59
3,1,636,393,37,94
3,2,985,463,30,104
3,3,801,351,52,81
3,4,917,574,33,122
3,5,1418,533,38,113
3,6,1712,325,26,81
3,7,1889,400,30,100
3,8,937,318,26,81
3,9,1089,377,32,84
3,10,956,555,50,134
3,11,244,459,26,106
3,12,1258,672,40,128
3,13,1520,477,47,83
3,14,932,279,25,55
3,15,906,852,68,172
3,16,189,261,27,58
3,18,977,337,20,69
4,1,635,393,37,94
4,2,987,463,28,103
4,3,804,351,49,80
4,4,918,575,33,121
4,5,1418,534,38,112
4,6,1711,325,27,81
4,7,1887,400,32,101
4,8,937,318,27,80
4,9,1089,377,29,87
4,10,957,555,50,134
4,11,244,458,27,107
4,12,1257,673,42,137
4,13,1521,476,47,83
4,14,932,279,25,56
4,15,900,852,78,172
4,16,189,261,27,58
4,18,977,332,21,74
5,1,634,393,38,94
5,2,987,464,28,103
5,3,810,351,47,80
5,4,919,575,33,121
5,5,1418,535,37,111
5,6,1710,324,27,81
5,7,1886,399,33,101
5,8,937,317,27,80
5,9,1090,376,25,88
5,10,957,555,51,134
5,11,243,458,27,107
5,12,1255,673,45,136
5,13,1521,476,47,84
5,14,932,279,25,56
5,15,891,852,97,172
5,16,189,261,27,58
6,1,633,393,39,93
6,2,989,464,28,103
6,3,815,350,44,80
6,4,919,576,33,120
6,5,1418,534,37,112
6,6,1709,324,28,81
6,7,1886,399,33,101
6,8,938,317,27,79
