1,12,1144,521,46,103
1,21,716,515,58,104
2,12,1139,528,56,111
2,21,711,522,59,113
2,80,1340,659,69,148
2,81,1406,454,46,103
2,82,1666,506,37,119
2,83,1126,438,47,98
2,84,1233,482,38,110
2,85,1872,569,39,127
2,86,679,435,55,92
2,87,942,473,40,105
2,88,231,423,44,97
2,89,118,577,46,106
2,90,1087,426,30,94
2,91,1529,495,43,121
2,92,449,631,75,127
2,93,657,519,39,120
2,94,839,822,80,190
3,12,1135,534,64,112
3,21,710,524,72,118
3,80,1337,660,72,147
3,81,1403,455,47,103
3,82,1663,506,37,120
3,83,1126,438,45,99
3,84,1234,482,36,111
3,85,1869,570,38,127
3,86,679,436,53,93
3,87,941,473,39,105
3,88,227,424,45,97
3,89,122,562,44,122
3,90,1085,427,30,94
3,91,1526,494,42,124
3,92,448,631,84,128
3,93,655,519,36,120
3,94,837,823,79,190
3,95,0,541,56,119
4,12,1132,536,69,113
4,21,708,526,66,119
4,80,1333,661,75,147
4,81,1401,456,48,102
4,82,1660,506,38,120
4,83,1128,437,42,99
4,84,1234,481,35,112
4,85,1866,570,37,127
4,86,681,436,49,93
4,87,942,473,36,105
4,88,225,424,46,97
4,89,125,558,44,126
4,90,1082,427,30,94
4,91,1522,494,43,124
4,92,449,624,85,135
4,93,652,520,35,120
4,94,835,825,79,189
4,95,1,552,52,108
5,12,1129,535,72,116
5,21,709,528,58,118
5,80,1331,662,75,147
5,81,1400,457,47,102
5,82,1657,507,37,122
5,83,1129,438,39,99
5,84,1234,482,34,112
5,85,1863,571,36,126
5,86,684,437,42,93
5,87,942,473,33,105
5,88,223,425,44,97
5,89,123,558,49,128
5,90,1080,428,30,94
5,91,1519,494,43,124
5,92,453,622,79,137
5,93,650,521,34,120
5,94,835,826,76,189
5,95,6,587,42,74
5,96,538,522,52,73
6,12,1128,540,72,112
6,21,713,528,54,118
6,80,1330,664,73,147
6,81,1401,457,46,102
6,82,1654,507,37,121
6,83,1128,439,39,100
6,84,1233,484,34,112
6,85,1859,571,38,127
6,86,685,437,38,94
6,87,943,474,29,105
6,88,224,427,41,96
6,89,120,560,55,128
6,90,1078,429,31,93
6,91,1516,495,43,125
6,92,454,621,78,139
6,93,647,521,32,121
6,94,835,828,73,188
6,96,535,523,53,73
6,97,759,538,28,94
7,12,1129,539,68,115
7,21,716,529,49,119
7,80,1330,665,71,148
7,81,1400,458,45,103
7,82,1650,508,37,121
7,83,1125,440,41,99
7,84,1231,486,36,113
7,85,1856,572,38,127
7,86,684,438,35,93
7,87,943,475,28,104
7,88,224,428,38,94
7,89,117,561,61,128
7,90,1076,430,32,93
7,91,1513,498,44,122
7,92,454,620,83,141
7,93,644,522,31,121
7,94,834,829,69,188
7,96,533,524,54,72
7,97,761,562,23,71
7,95,15,585,34,77
8,12,1132,541,63,113
8,21,719,530,46,119
8,80,1335,665,63,147
8,81,1400,458,44,102
8,82,1646,508,38,122
8,83,1122,441,43,99
8,84,1227,488,37,112
8,85,1853,573,37,128
8,86,682,438,37,94
8,87,943,476,28,104
8,88,226,428,32,93
8,89,114,562,66,129
8,90,1072,431,33,94
8,91,1509,497,44,124
8,92,456,620,90,141
8,93,641,523,29,120
8,94,833,831,65,186
8,96,529,525,56,72
8,97,762,565,19,68
8,95,14,554,35,111
9,12,1138,557,54,97
9,21,721,531,43,118
9,80,1342,666,54,147
9,81,1401,459,43,103
9,82,1642,508,39,123
9,83,1120,442,44,99
9,84,1225,490,39,112
9,85,1849,573,39,128
9,86,681,439,38,93
9,87,943,477,31,104
9,88,229,429,27,92
9,89,112,564,69,128
9,90,1069,431,36,94
9,91,1506,498,45,124
9,92,459,625,71,136
9,93,639,524,28,121
9,94,833,833,62,187
9,96,526,526,53,73
9,97,756,565,23,70
9,95,13,548,41,119
10,12,1145,582,44,73
10,21,722,532,41,118
10,80,1350,666,45,148
10,81,1402,460,38,102
10,82,1638,509,38,123
10,83,1116,443,47,98
10,84,1222,492,42,111
10,85,1845,574,40,128
10,86,679,440,39,94
10,87,941,478,34,105
10,88,229,429,27,93
10,89,110,566,71,128
10,90,1066,432,37,93
10,91,1503,498,46,125
10,92,490,634,63,127
10,93,636,524,28,121
10,94,833,833,57,187
10,96,523,527,57,73
10,97,752,569,23,68
10,95,10,542,48,127
11,12,1152,588,36,66
11,21,723,533,39,117
11,80,1354,667,40,148
11,81,1402,461,36,103
11,82,1634,509,38,123
11,83,1112,444,47,97
11,84,1218,494,44,111
11,85,1840,575,41,127
11,86,677,441,39,94
11,87,938,478,37,105
11,88,228,430,30,93
11,89,109,568,71,127
11,90,1062,433,39,93
11,91,1499,499,46,124
11,92,479,630,84,133
11,93,633,525,28,121
11,94,833,833,54,188
11,96,520,527,57,73
11,97,750,554,25,83
11,95,7,553,54,116
