1,198,1026,528,49,150
2,239,889,336,40,101
2,240,1513,354,34,115
2,241,268,390,51,136
2,242,1020,418,42,119
2,243,1241,323,41,108
2,244,914,534,65,156
2,245,1660,484,62,144
2,246,1697,258,40,82
2,247,467,258,33,76
2,248,968,256,25,57
2,198,1027,528,50,150
3,239,889,336,40,101
3,240,1513,353,34,116
3,241,268,390,52,137
3,242,1020,417,41,121
3,243,1240,323,41,107
3,244,917,532,62,158
3,245,1660,485,63,143
3,246,1697,259,40,82
3,247,467,258,32,75
3,248,969,259,23,55
3,198,1026,528,50,150
4,239,889,336,40,101
4,240,1513,355,33,113
4,241,269,390,52,137
4,242,1020,415,39,123
4,243,1241,323,41,107
4,244,920,529,59,158
4,245,1660,509,61,119
4,246,1697,259,39,81
4,247,467,258,32,75
4,248,969,259,23,54
4,198,1025,528,51,150
5,239,888,336,41,100
5,240,1514,355,33,114
5,241,270,390,51,137
5,242,1021,413,36,124
5,243,1241,323,41,108
5,244,924,528,54,158
5,245,1660,508,60,119
5,246,1699,259,37,81
5,247,468,259,31,75
5,248,969,260,23,54
5,198,1025,528,52,151
6,239,888,336,43,100
6,240,1516,353,32,115
6,241,270,390,49,136
6,242,1021,413,36,125
6,243,1241,323,41,107
6,244,927,527,52,159
6,245,1660,492,61,136
6,246,1702,259,35,81
6,247,468,259,32,75
6,248,969,259,23,54
6,198,1025,528,52,151
7,239,887,336,43,101
7,240,1517,355,31,114
7,241,270,389,50,136
7,242,1020,412,36,126
7,243,1241,323,41,108
7,244,928,527,50,161
7,245,1660,487,61,140
7,246,1704,259,33,80
7,247,468,258,32,75
7,248,969,259,23,55
7,198,1025,528,52,150
8,239,887,336,43,101
8,240,1517,355,31,113
8,241,269,389,51,136
8,242,1020,412,36,127
8,243,1242,323,40,108
8,244,928,529,50,160
8,245,1660,484,62,144
8,246,1705,261,32,78
8,247,467,258,32,75
8,248,969,255,24,57
8,198,1025,528,51,150
9,239,887,336,43,100
9,240,1518,353,30,115
9,241,269,389,51,136
9,242,1020,412,36,129
9,243,1243,323,39,108
9,244,928,531,50,159
9,245,1659,484,61,144
9,246,1706,262,31,77
9,247,472,260,29,73
9,248,969,256,23,57
9,198,1025,528,51,150
10,239,887,336,43,101
10,240,1518,356,30,111
10,241,270,389,50,137
10,242,1020,412,35,129
10,243,1244,322,38,108
10,244,928,533,51,157
10,245,1658,483,62,145
10,246,1707,264,30,75
10,247,468,258,32,75
10,248,969,253,24,59
10,198,1025,528,51,150
11,239,887,336,43,101
11,240,1517,357,30,111
11,241,270,389,50,136
