1,1,0
1,2,0
2,1,3
2,2,2
3,1,3
3,2,3
4,1,3
4,2,2
5,1,3
5,2,2
6,1,3
6,2,2
7,1,3
7,2,2
8,1,3
8,2,2
9,1,4
9,2,2
10,1,4
10,2,2
11,1,4
11,2,2
12,1,3
12,2,2
13,1,3
13,2,2
14,1,3
14,2,2
15,1,3
15,2,2
16,1,4
16,2,2
17,1,4
17,2,2
18,1,4
18,2,2
19,1,4
19,2,2
20,1,5
20,2,2
21,1,5
21,2,2
22,1,4
22,2,2
23,1,5
23,2,2
24,1,5
24,2,2
25,1,4
25,2,2
26,1,5
26,2,1
27,1,5
27,2,1
28,1,5
28,2,1
29,1,5
29,2,2
30,1,5
30,2,2
31,1,5
31,2,2
32,1,5
32,2,2
33,1,5
33,2,2
34,1,5
34,2,2
35,1,5
35,2,2
36,1,5
36,2,3
37,1,6
37,2,4
38,1,6
38,2,4
39,1,6
39,2,2
40,1,6
40,2,3
41,1,6
41,2,3
42,1,6
42,2,4
43,1,5
43,2,4
44,1,5
44,2,5
45,1,5
45,2,5
46,1,5
46,2,5
47,1,4
47,2,5
48,1,4
48,2,5
49,1,4
49,2,5
50,1,4
50,2,5
51,1,4
51,2,5
52,1,4
52,2,5
53,1,4
53,2,5
54,1,4
54,2,4
55,1,4
55,2,4
56,1,4
56,2,5
57,1,5
57,2,5
58,1,5
58,2,5
59,1,5
59,2,6
60,1,5
60,2,6
61,1,5
61,2,6
62,1,5
62,2,6
63,1,5
63,2,6
64,1,5
64,2,6
65,1,5
65,2,6
66,1,5
66,2,6
67,1,6
67,2,6
68,1,6
68,2,7
69,1,6
69,2,7
70,1,5
70,2,7
71,1,5
71,2,7
72,1,5
72,2,7
73,1,5
73,2,7
74,1,5
74,2,7
75,1,5
75,2,7
76,1,5
76,2,6
77,1,6
77,2,6
78,1,6
78,2,7
79,1,6
79,2,7
80,1,6
80,2,7
81,1,6
81,2,7
82,1,6
82,2,7
83,1,6
83,2,7
84,1,5
84,2,7
85,1,5
85,2,7
86,1,4
86,2,8
87,1,4
87,2,7
88,1,4
88,2,7
89,1,4
89,2,7
90,1,4
90,2,6
91,1,4
91,2,7
92,1,4
92,2,7
93,1,3
93,2,7
94,1,3
94,2,7
95,1,3
95,2,7
96,1,3
96,2,7
97,1,3
97,2,8
98,1,3
98,2,6
99,1,3
99,2,7
100,1,3
100,2,8
101,1,3
101,2,8
102,1,3
102,2,8
103,1,3
103,2,8
104,1,3
104,2,7
105,1,3
105,2,8
106,1,3
106,2,8
107,1,3
107,2,8
108,1,3
108,2,8
109,1,3
109,2,8
110,1,3
110,2,8
111,1,3
111,2,8
112,1,3
112,2,8
113,1,3
113,2,7
114,1,3
114,2,7
115,1,3
115,2,7
116,1,3
116,2,8
117,1,3
117,2,7
118,1,3
118,2,7
119,1,3
119,2,8
120,1,3
120,2,8
121,1,3
121,2,9
122,1,3
122,2,6
123,1,3
123,2,7
124,1,3
124,2,7
125,1,3
125,2,7
126,1,3
126,2,7
127,1,3
127,2,7
128,1,3
128,2,7
129,1,3
129,2,7
130,1,3
130,2,6
131,1,3
131,2,6
132,1,3
132,2,6
133,1,3
133,2,7
134,1,3
134,2,7
135,1,3
135,2,7
136,1,3
136,2,7
137,1,3
137,2,6
138,1,3
138,2,6
139,1,3
139,2,6
140,1,3
140,2,7
141,1,3
141,2,7
142,1,3
142,2,6
143,1,3
143,2,6
144,1,3
144,2,6
145,1,3
145,2,6
146,1,3
146,2,6
147,1,3
147,2,5
148,1,3
148,2,5
149,1,3
149,2,5
150,1,3
150,2,5
151,1,3
151,2,5
152,1,3
152,2,4
153,1,3
153,2,4
154,1,3
154,2,5
155,1,3
155,2,5
156,1,2
156,2,5
157,1,1
157,2,4
158,1,3
158,2,4
159,1,3
159,2,4
160,1,2
160,2,5
161,1,1
161,2,5
162,1,1
162,2,5
163,1,1
163,2,4
164,1,1
164,2,4
165,1,1
165,2,3
166,1,1
166,2,3
167,1,1
167,2,3
168,1,2
168,2,3
169,1,2
169,2,3
170,1,2
170,2,3
171,1,2
171,2,4
172,1,2
172,2,4
173,1,4
173,2,4
174,1,4
174,2,4
175,1,5
175,2,4
176,1,4
176,2,3
177,1,4
177,2,3
178,1,4
178,2,3
179,1,4
179,2,3
180,1,4
180,2,3
181,1,4
181,2,3
182,1,3
182,2,3
183,1,2
183,2,3
184,1,1
184,2,3
185,1,1
185,2,3
186,1,2
186,2,3
187,1,2
187,2,3
188,1,3
188,2,3
189,1,3
189,2,3
190,1,2
190,2,3
191,1,3
191,2,3
192,1,3
192,2,4
193,1,4
193,2,3
194,1,4
194,2,3
195,1,3
195,2,3
196,1,2
196,2,3
197,1,2
197,2,3
198,1,2
198,2,3
199,1,2
199,2,3
200,1,2
200,2,3
201,1,2
201,2,3
202,1,2
202,2,3
203,1,2
203,2,4
204,1,2
204,2,4
205,1,2
205,2,4
206,1,2
206,2,4
207,1,2
207,2,5
208,1,2
208,2,5
209,1,2
209,2,5
210,1,2
210,2,5
211,1,2
211,2,5
212,1,2
212,2,5
213,1,3
213,2,5
214,1,3
214,2,4
215,1,2
215,2,5
216,1,2
216,2,5
217,1,4
217,2,5
218,1,5
218,2,5
219,1,4
219,2,5
220,1,4
220,2,6
221,1,4
221,2,6
222,1,3
222,2,6
223,1,2
223,2,6
224,1,3
224,2,6
225,1,3
225,2,7
226,1,3
226,2,7
227,1,3
227,2,8
228,1,3
228,2,7
229,1,3
229,2,6
230,1,3
230,2,6
231,1,3
231,2,6
232,1,3
232,2,6
233,1,3
233,2,6
234,1,2
234,2,6
235,1,2
235,2,6
236,1,2
236,2,5
237,1,2
237,2,5
238,1,2
238,2,5
239,1,3
239,2,5
240,1,4
240,2,6
241,1,4
241,2,6
242,1,5
242,2,5
243,1,4
243,2,5
244,1,4
244,2,5
245,1,4
245,2,5
246,1,3
246,2,5
247,1,3
247,2,5
248,1,3
248,2,5
249,1,3
249,2,4
250,1,3
250,2,4
251,1,3
251,2,5
252,1,3
252,2,5
253,1,3
253,2,5
254,1,3
254,2,5
255,1,3
255,2,5
256,1,3
256,2,5
257,1,3
257,2,5
258,1,5
258,2,4
259,1,5
259,2,3
260,1,5
260,2,3
261,1,5
261,2,2
262,1,6
262,2,2
263,1,6
263,2,1
264,1,6
264,2,1
265,1,6
265,2,1
266,1,5
266,2,1
267,1,5
267,2,2
268,1,7
268,2,2
269,1,8
269,2,2
270,1,7
270,2,2
271,1,8
271,2,2
272,1,7
272,2,1
273,1,7
273,2,1
274,1,7
274,2,1
275,1,6
275,2,2
276,1,6
276,2,2
277,1,6
277,2,2
278,1,6
278,2,2
279,1,7
279,2,2
280,1,7
280,2,2
281,1,7
281,2,2
282,1,7
282,2,2
283,1,7
283,2,2
284,1,8
284,2,2
285,1,8
285,2,2
286,1,8
286,2,3
287,1,6
287,2,3
288,1,6
288,2,3
289,1,4
289,2,3
290,1,4
290,2,3
291,1,4
291,2,3
292,1,3
292,2,3
293,1,3
293,2,3
294,1,3
294,2,3
295,1,2
295,2,3
296,1,2
296,2,3
297,1,2
297,2,2
298,1,2
298,2,3
299,1,2
299,2,3
300,1,2
300,2,2
301,1,2
301,2,2
302,1,2
302,2,2
303,1,2
303,2,3
304,1,2
304,2,3
305,1,3
305,2,3
306,1,3
306,2,4
307,1,3
307,2,4
308,1,3
308,2,4
309,1,4
309,2,4
310,1,2
310,2,4
311,1,2
311,2,4
312,1,2
312,2,4
313,1,2
313,2,4
314,1,2
314,2,3
315,1,2
315,2,3
316,1,2
316,2,3
317,1,2
317,2,3
318,1,2
318,2,3
319,1,2
319,2,3
320,1,2
320,2,3
321,1,2
321,2,3
322,1,2
322,2,3
323,1,2
323,2,3
324,1,2
324,2,3
325,1,2
325,2,3
326,1,2
326,2,3
327,1,2
327,2,2
328,1,2
328,2,3
329,1,2
329,2,3
330,1,2
330,2,3
331,1,2
331,2,3
332,1,3
332,2,3
333,1,3
333,2,3
334,1,3
334,2,3
335,1,3
335,2,3
336,1,4
336,2,3
337,1,3
337,2,3
338,1,3
338,2,2
339,1,2
339,2,2
340,1,2
340,2,3
341,1,2
341,2,3
342,1,2
342,2,3
343,1,2
343,2,3
344,1,2
344,2,3
345,1,2
345,2,3
346,1,2
346,2,3
347,1,2
347,2,3
348,1,2
348,2,3
349,1,2
349,2,3
350,1,2
350,2,3
351,1,2
351,2,3
352,1,2
352,2,3
353,1,2
353,2,3
354,1,2
354,2,3
355,1,2
355,2,3
356,1,2
356,2,3
357,1,2
357,2,3
358,1,2
358,2,3
359,1,2
359,2,3
360,1,1
360,2,3
361,1,2
361,2,3
362,1,2
362,2,2
363,1,2
363,2,2
364,1,2
364,2,2
365,1,2
365,2,2
366,1,2
366,2,2
367,1,2
367,2,2
368,1,2
368,2,2
369,1,2
369,2,2
370,1,2
370,2,2
371,1,2
371,2,2
372,1,2
372,2,2
373,1,2
373,2,1
374,1,2
374,2,1
375,1,2
375,2,2
376,1,2
376,2,1
377,1,2
377,2,1
378,1,2
378,2,1
379,1,2
379,2,1
380,1,2
380,2,1
381,1,2
381,2,1
382,1,2
382,2,1
383,1,2
383,2,1
384,1,2
384,2,1
385,1,2
385,2,1
386,1,2
386,2,1
387,1,2
387,2,1
388,1,2
388,2,1
389,1,2
389,2,1
390,1,2
390,2,2
391,1,2
391,2,1
392,1,2
392,2,1
393,1,2
393,2,1
394,1,2
394,2,1
395,1,2
395,2,1
396,1,2
396,2,1
397,1,2
397,2,1
398,1,3
398,2,1
399,1,2
399,2,2
400,1,3
400,2,2
401,1,3
401,2,1
402,1,3
402,2,1
403,1,3
403,2,1
404,1,3
404,2,1
405,1,3
405,2,1
406,1,3
406,2,1
407,1,3
407,2,1
408,1,3
408,2,1
409,1,3
409,2,1
410,1,3
410,2,1
411,1,3
411,2,1
412,1,3
412,2,0
413,1,3
413,2,0
414,1,3
414,2,1
415,1,3
415,2,2
416,1,3
416,2,1
417,1,3
417,2,1
418,1,2
418,2,1
419,1,2
419,2,1
420,1,2
420,2,1
421,1,3
421,2,0
422,1,3
422,2,0
423,1,3
423,2,0
424,1,3
424,2,0
425,1,2
425,2,1
426,1,2
426,2,1
427,1,3
427,2,1
428,1,3
428,2,1
429,1,3
429,2,1
430,1,3
430,2,1
431,1,3
431,2,1
432,1,3
432,2,1
433,1,3
433,2,1
434,1,3
434,2,1
435,1,3
435,2,1
436,1,3
436,2,1
437,1,3
437,2,1
438,1,3
438,2,1
439,1,3
439,2,1
440,1,3
440,2,1
441,1,2
441,2,1
442,1,3
442,2,1
443,1,3
443,2,1
444,1,4
