1,1,6
1,2,2
2,1,6
2,2,2
3,1,6
3,2,3
4,1,6
4,2,3
5,1,6
5,2,4
6,1,6
6,2,4
7,1,6
7,2,4
8,1,6
8,2,4
9,1,6
9,2,4
10,1,6
10,2,4
11,1,6
11,2,4
12,1,6
12,2,4
13,1,6
13,2,4
14,1,6
14,2,4
15,1,6
15,2,4
16,1,6
16,2,4
17,1,6
17,2,4
18,1,6
18,2,4
19,1,6
19,2,4
20,1,6
20,2,4
21,1,6
21,2,4
22,1,6
22,2,4
23,1,6
23,2,4
24,1,5
24,2,5
25,1,5
25,2,5
26,1,5
26,2,4
27,1,5
27,2,4
28,1,5
28,2,4
29,1,5
29,2,4
30,1,5
30,2,4
31,1,5
31,2,4
32,1,6
32,2,4
33,1,6
33,2,3
34,1,4
34,2,3
35,1,4
35,2,3
36,1,4
36,2,3
37,1,4
37,2,3
38,1,4
38,2,4
39,1,5
39,2,3
40,1,5
40,2,3
41,1,4
41,2,3
42,1,4
42,2,3
43,1,4
43,2,4
44,1,4
44,2,4
45,1,5
45,2,4
46,1,5
46,2,4
47,1,5
47,2,4
48,1,5
48,2,4
49,1,5
49,2,6
50,1,5
50,2,6
51,1,5
51,2,6
52,1,5
52,2,6
53,1,5
53,2,6
54,1,5
54,2,6
55,1,5
55,2,6
56,1,5
56,2,5
57,1,5
57,2,5
58,1,5
58,2,6
59,1,5
59,2,6
60,1,5
60,2,5
61,1,5
61,2,6
62,1,5
62,2,6
63,1,5
63,2,6
64,1,5
64,2,6
65,1,5
65,2,6
66,1,5
66,2,6
67,1,5
67,2,6
68,1,5
68,2,6
69,1,5
69,2,7
70,1,5
70,2,7
71,1,5
71,2,7
72,1,5
72,2,7
73,1,5
73,2,7
74,1,5
74,2,7
75,1,4
75,2,7
76,1,4
76,2,7
77,1,4
77,2,6
78,1,4
78,2,6
79,1,4
79,2,6
80,1,4
80,2,6
81,1,4
81,2,6
82,1,4
82,2,6
83,1,5
83,2,6
84,1,5
84,2,5
85,1,5
85,2,5
86,1,5
86,2,5
87,1,5
87,2,6
88,1,5
88,2,6
89,1,5
89,2,6
90,1,5
90,2,6
91,1,5
91,2,6
92,1,5
92,2,6
93,1,5
93,2,6
94,1,5
94,2,6
95,1,4
95,2,5
96,1,5
96,2,6
97,1,5
97,2,6
98,1,5
98,2,6
99,1,5
99,2,6
100,1,5
100,2,7
101,1,4
101,2,6
102,1,5
102,2,7
103,1,5
103,2,6
104,1,5
104,2,6
105,1,5
105,2,6
106,1,5
106,2,5
107,1,5
107,2,4
108,1,5
108,2,4
109,1,5
109,2,5
110,1,5
110,2,5
111,1,5
111,2,5
112,1,5
112,2,6
113,1,5
113,2,6
114,1,5
114,2,6
115,1,5
115,2,6
116,1,5
116,2,5
117,1,5
117,2,5
118,1,5
118,2,5
119,1,5
119,2,5
120,1,5
120,2,5
121,1,5
121,2,5
122,1,5
122,2,5
123,1,5
123,2,5
124,1,5
124,2,5
125,1,5
125,2,5
126,1,5
126,2,5
127,1,5
127,2,5
128,1,5
128,2,5
129,1,5
129,2,5
130,1,5
130,2,5
131,1,5
131,2,5
132,1,5
132,2,5
133,1,5
133,2,5
134,1,5
134,2,5
135,1,5
135,2,5
136,1,5
136,2,5
137,1,5
137,2,5
138,1,5
138,2,5
139,1,5
139,2,5
140,1,5
140,2,5
141,1,5
141,2,5
142,1,5
142,2,5
143,1,5
143,2,5
144,1,5
144,2,5
145,1,5
145,2,5
146,1,5
146,2,5
147,1,5
147,2,5
148,1,5
148,2,4
149,1,5
149,2,5
150,1,5
150,2,4
151,1,5
151,2,4
152,1,5
152,2,4
153,1,5
153,2,4
154,1,5
154,2,5
155,1,4
155,2,5
156,1,5
156,2,5
157,1,5
157,2,5
158,1,5
158,2,5
159,1,5
159,2,5
160,1,4
160,2,5
161,1,4
161,2,5
162,1,4
162,2,5
163,1,4
163,2,5
164,1,4
164,2,5
165,1,4
165,2,5
166,1,4
166,2,5
167,1,4
167,2,5
168,1,4
168,2,5
169,1,4
169,2,4
170,1,4
170,2,4
171,1,4
171,2,4
172,1,4
172,2,4
173,1,4
173,2,4
174,1,4
174,2,4
175,1,4
175,2,3
176,1,4
176,2,4
177,1,4
177,2,5
178,1,3
178,2,5
179,1,3
179,2,5
180,1,3
180,2,5
181,1,2
181,2,5
182,1,2
182,2,5
183,1,2
183,2,5
184,1,2
184,2,5
185,1,2
185,2,5
186,1,1
186,2,5
187,1,1
187,2,5
188,1,1
188,2,5
189,1,1
189,2,5
190,1,1
190,2,5
191,1,2
191,2,5
192,1,2
192,2,5
193,1,2
193,2,5
194,1,2
